IBM,Azure,Google,AWS,sentiment
0.607962,0.9401144981384272,0.4000000059604645,0.7977331280708311,positive
-0.308348,0.5,-0.10000000149011612,0.96213549375534,positive
0.8293619999999999,0.7335972785949699,0.5,0.6087489724159241,positive
0.476141,0.5,0.10000000149011612,0.9723787307739252,neutral
0.783215,0.5,0.30000001192092896,0.6267408132553101,positive
0.851476,0.913027703762054,0.699999988079071,0.9868191480636592,positive
0.548707,0.5,0.0,0.7583725452423091,positive
0.7373770000000001,0.7953892350196831,-0.30000001192092896,0.965531587600708,positive
0.9849680000000001,0.959652185440063,0.30000001192092896,0.662269294261932,positive
0.9192370000000001,0.9743764400482172,0.30000001192092896,0.7114648818969721,neutral
0.7647809999999999,0.5,-0.30000001192092896,0.8573369383811951,positive
0.935818,0.5,0.699999988079071,0.6167639493942261,positive
0.290777,0.5,-0.10000000149011612,0.796152770519256,neutral
0.41566800000000004,0.8177541494369499,-0.10000000149011612,0.8933182954788199,negative
0.0,0.8793010711669921,0.0,0.560041308403015,neutral
0.7538590000000001,0.5,0.0,0.6005057096481321,negative
0.501699,0.7527611851692201,0.0,0.6319364309310911,positive
0.777339,0.5,0.4000000059604645,0.9758632183074952,positive
0.833031,0.8814588785171501,-0.10000000149011612,0.6273810863494871,positive
0.735166,0.849985659122467,-0.10000000149011612,0.4446856677532191,positive
0.87392,0.779540359973907,0.6000000238418579,0.7117393016815181,positive
0.968843,0.931359708309173,0.699999988079071,0.8947892189025871,positive
0.84655,0.959999442100524,0.10000000149011612,0.6575076580047601,positive
0.813673,0.921492338180542,0.5,0.8166738748550411,positive
0.348026,0.7436583638191221,-0.10000000149011612,0.945462882518768,positive
0.985835,0.9441832304000852,0.10000000149011612,0.8774557113647461,positive
0.43434700000000004,0.5,-0.10000000149011612,0.6228757500648491,neutral
0.934716,0.903750538825988,0.4000000059604645,0.6011456847190849,positive
0.986504,0.842814445495605,0.6000000238418579,0.90481150150299,neutral
0.948413,0.5,0.10000000149011612,0.515856862068176,positive
0.7524419999999999,0.5,0.0,0.9850834608078,negative
-0.36185100000000003,0.5,-0.10000000149011612,0.669622242450714,positive
-0.5903809999999999,0.5,0.0,0.9719731211662289,positive
0.315856,0.5,-0.30000001192092896,0.985213100910186,positive
-0.308252,0.5,-0.20000000298023224,0.9920280575752249,neutral
-0.25217399999999995,0.5,0.0,0.9560863375663752,negative
-0.348376,0.8244338035583492,0.0,0.478406101465225,positive
-0.350494,0.5,0.0,0.9975858926773072,positive
0.5950989999999999,0.5,0.0,0.985057175159454,negative
0.49904799999999994,0.5,0.0,0.9760864377021792,positive
-0.456521,0.5,0.20000000298023224,0.96567165851593,negative
0.735344,0.5,0.10000000149011612,0.9905631542205809,negative
0.989364,0.919389367103576,0.699999988079071,0.6546019315719599,positive
0.0,0.7872320413589471,0.0,0.884162664413452,neutral
0.24538800000000002,0.5,0.0,0.9810041785240172,neutral
0.3823200000000001,0.882961809635162,0.0,0.41729021072387606,negative
0.614884,0.5,0.0,0.7807381749153129,negative
0.6203000000000001,0.8499237298965451,0.5,0.5781489610671989,positive
-0.286624,0.5,-0.20000000298023224,0.8860366940498351,negative
-0.311781,0.304937988519668,-0.20000000298023224,0.6701780557632441,positive
0.534103,0.5,0.20000000298023224,0.7696585655212399,negative
0.8041429999999999,0.5,0.30000001192092896,0.907631278038024,neutral
0.0,0.5,0.0,0.9795923829078672,neutral
0.926918,0.5,0.0,0.9638629555702212,negative
0.592059,0.9141471385955809,0.0,0.5483565926551811,positive
0.7599130000000001,0.942747235298156,-0.10000000149011612,0.720611155033111,positive
0.939025,0.5,-0.20000000298023224,0.9275634884834292,positive
0.0,0.5,0.0,0.948114156723022,neutral
0.516267,0.799512088298797,0.5,0.6910905838012691,positive
0.752012,0.8656313419342041,0.0,0.4769466817378991,negative
0.848341,0.914854288101196,-0.10000000149011612,0.6718347668647761,negative
0.629119,0.8910415768623351,0.20000000298023224,0.673474550247192,positive
0.45013400000000003,0.765185832977294,0.4000000059604645,0.616257429122924,negative
0.4652600000000001,0.5,-0.20000000298023224,0.5520390272140501,negative
0.8014509999999999,0.720094680786132,0.4000000059604645,0.495510309934616,positive
0.0,0.5,0.0,0.9658769965171812,neutral
0.988573,0.955019354820251,0.0,0.6567726135253901,negative
0.988573,0.7926000952720641,-0.10000000149011612,0.6634534597396851,neutral
0.772388,0.9504306316375729,0.30000001192092896,0.7680448889732361,positive
0.940104,0.995685100555419,0.30000001192092896,0.8799945712089531,positive
0.709295,0.8626962900161741,0.30000001192092896,0.980901420116424,positive
0.79176,0.950379967689514,0.10000000149011612,0.8903153538703911,positive
0.4886700000000001,0.5,0.0,0.8204553723335261,neutral
0.9756379999999999,0.5,0.699999988079071,0.7212035059928891,positive
0.8666219999999999,0.975324392318725,0.6000000238418579,0.96966153383255,neutral
0.8117019999999999,0.5,0.10000000149011612,0.7294681668281551,positive
0.92155,0.5,0.30000001192092896,0.5671243667602529,neutral
0.689923,0.5,0.20000000298023224,0.872868537902832,neutral
0.6581929999999999,0.5,0.0,0.9445391297340392,positive
0.548396,0.5,0.10000000149011612,0.8556020259857171,positive
0.966073,0.5,0.10000000149011612,0.679110288619995,positive
0.452427,0.5,0.5,0.9957796335220329,positive
0.8931600000000001,0.5,0.20000000298023224,0.7842564582824699,positive
0.976082,0.9784134626388552,0.30000001192092896,0.8133063912391659,neutral
0.8704350000000001,0.5,0.10000000149011612,0.99628061056137,positive
0.364722,0.5,0.4000000059604645,0.804284930229187,neutral
0.7729189999999999,0.902838826179504,0.10000000149011612,0.656898200511932,positive
0.869231,0.815689980983734,0.4000000059604645,0.671375632286071,positive
0.93126,0.9271941184997552,0.6000000238418579,0.7550872564315791,positive
0.951072,0.5,0.0,0.9654207229614252,positive
0.7771140000000001,0.937721729278564,0.30000001192092896,0.842919945716857,neutral
0.780285,0.5,0.10000000149011612,0.721482515335083,positive
0.8985110000000001,0.5,0.6000000238418579,0.9625191092491152,positive
0.850626,0.7646706700325011,0.20000000298023224,0.7829753756523129,neutral
0.9384790000000001,0.9899463653564452,0.5,0.9973132014274592,positive
0.83135,0.937676310539245,0.30000001192092896,0.5229414105415341,positive
0.0,0.5,0.10000000149011612,0.9941782951354979,positive
0.729103,0.9286714196205129,0.30000001192092896,0.770473718643188,positive
0.999878,0.5,0.6000000238418579,0.963717758655548,positive
0.914907,0.828077137470245,0.699999988079071,0.7521611452102661,neutral
0.773415,0.5,0.30000001192092896,0.8055313229560851,positive
0.8427459999999999,0.5,0.10000000149011612,0.71252155303955,negative
0.878763,0.5,0.30000001192092896,0.8977387547492981,neutral
0.7147859999999999,0.5,0.20000000298023224,0.97774463891983,positive
0.615973,0.5,0.5,0.6655365228652951,positive
0.7377659999999999,0.7430424094200131,0.0,0.40823540091514493,neutral
0.562303,0.5,0.10000000149011612,0.427190452814102,neutral
0.968277,0.984650373458862,0.20000000298023224,0.8845191597938531,neutral
0.7821600000000001,0.7960200309753409,0.20000000298023224,0.6251704096794121,neutral
0.386172,0.5,-0.10000000149011612,0.9955447316169732,positive
0.8604269999999999,0.8158825635910031,0.10000000149011612,0.5830135345458979,neutral
0.622003,0.5,0.20000000298023224,0.9676365852355949,positive
0.870783,0.5,0.0,0.909895837306976,neutral
0.8725,0.5,-0.20000000298023224,0.6117678284645081,neutral
0.749054,0.5,0.30000001192092896,0.9346926808357232,positive
0.57567,0.8321448564529411,0.30000001192092896,0.8151426911354059,neutral
0.8479359999999999,0.8483732938766481,0.4000000059604645,0.8708401322364799,positive
0.8086700000000001,0.889320135116577,0.20000000298023224,0.9661413431167599,positive
0.42208,0.5,0.10000000149011612,0.640730321407318,neutral
0.8288700000000001,0.5,0.30000001192092896,0.7180933952331541,neutral
0.7985629999999999,0.5,0.10000000149011612,0.9616288542747492,positive
0.977777,0.9030931591987612,0.30000001192092896,0.6288726329803461,neutral
0.784613,0.728726387023925,0.30000001192092896,0.8242135643959041,neutral
0.981525,0.9789990782737732,0.20000000298023224,0.9624527096748352,positive
0.5121049999999999,0.8878653049468991,0.0,0.8580187559127801,positive
0.8319289999999999,0.9059427976608272,0.5,0.6556564569473261,positive
0.819375,0.829339087009429,0.0,0.860492706298828,neutral
0.922528,0.959649562835693,0.30000001192092896,0.970174252986908,positive
0.9128299999999999,0.970057725906372,0.20000000298023224,0.9211935997009272,neutral
0.883826,0.5,0.20000000298023224,0.9464626312255849,positive
0.8487500000000001,0.5,0.4000000059604645,0.9499826431274412,positive
0.977431,0.5,0.8000000119209291,0.9839195609092712,neutral
0.730978,0.5,0.30000001192092896,0.9801234602928158,positive
0.47173400000000004,0.5,0.20000000298023224,0.9991131424903872,neutral
0.9004719999999999,0.7429934144020081,0.4000000059604645,0.9803836941719052,positive
0.814472,0.7315057516098019,0.5,0.83737963438034,positive
0.8808440000000001,0.5,0.5,0.9216744303703299,positive
0.8318479999999999,0.8399908542633051,0.4000000059604645,0.8755642771720881,positive
0.998699,0.5,0.699999988079071,0.9757821559906,positive
0.5395949999999999,0.5,0.30000001192092896,0.9599721431732172,positive
0.8926989999999999,0.5,0.6000000238418579,0.938052117824554,positive
0.643466,0.5,0.30000001192092896,0.8659616112709041,positive
0.9316270000000001,0.5,0.699999988079071,0.9028819203376772,neutral
0.933699,0.7235063910484311,0.6000000238418579,0.7392164468765251,positive
0.6805669999999999,0.7422803044319151,0.0,0.7741565704345701,negative
-0.837356,0.5,-0.10000000149011612,0.9517840743064879,positive
0.914599,0.864013314247131,0.6000000238418579,0.58318692445755,positive
0.7807219999999999,0.8308773040771481,0.10000000149011612,0.524991035461425,positive
0.918556,0.5,0.30000001192092896,0.8627988696098321,positive
0.555422,0.7888027429580681,0.30000001192092896,0.8573548197746271,positive
0.8166479999999999,0.96347427368164,0.30000001192092896,0.906501471996307,neutral
0.8224899999999999,0.9601932764053341,0.4000000059604645,0.917037844657898,neutral
0.978823,0.281704932451248,-0.10000000149011612,0.5836203098297111,positive
0.5393979999999999,0.74436205625534,-0.10000000149011612,0.991361916065216,positive
0.904259,0.23537611961364704,0.10000000149011612,0.470305234193801,positive
0.444528,0.8082287907600401,0.4000000059604645,0.886898100376129,neutral
0.9971540000000001,0.5,0.0,0.952906131744384,positive
0.8428129999999999,0.5,0.5,0.973533809185028,positive
0.5869939999999999,0.5,0.0,0.974023938179016,positive
0.8007900000000001,0.5,0.10000000149011612,0.9909809231758112,neutral
-0.40589699999999995,0.5,0.0,0.989083051681518,positive
0.735224,0.5,0.0,0.560862183570861,positive
0.7614609999999999,0.5,-0.10000000149011612,0.9946776628494259,positive
0.985584,0.5,0.20000000298023224,0.9843313097953792,positive
-0.7764179999999999,0.19400399923324504,-0.699999988079071,0.9638392329216,positive
0.641003,0.5,0.30000001192092896,0.6346132159233091,positive
0.48168500000000003,0.7379901409149171,0.0,0.996022939682006,positive
0.949293,0.5,0.10000000149011612,0.9749690294265742,positive
0.909567,0.5,0.30000001192092896,0.9854179620742792,positive
-0.6032649999999999,0.5,0.10000000149011612,0.991574585437774,positive
0.678624,0.265037924051284,0.30000001192092896,0.979465305805206,positive
-0.57721,0.5,0.30000001192092896,0.95724993944168,positive
0.8240559999999999,0.5,0.20000000298023224,0.9581418037414552,positive
0.6639430000000001,0.7170973420143121,0.20000000298023224,0.9621434211730949,positive
-0.434429,0.5,-0.30000001192092896,0.757473945617675,positive
0.666443,0.5,0.20000000298023224,0.984351515769958,neutral
0.83052,0.5,0.6000000238418579,0.993800580501556,neutral
-0.671248,0.5,0.0,0.9589534401893612,positive
0.8337789999999999,0.5,0.10000000149011612,0.997802317142486,neutral
0.955849,0.5,0.0,0.988544642925262,neutral
0.547867,0.5,0.0,0.990688323974609,positive
0.6041880000000001,0.5,0.0,0.9553108215332032,positive
0.9942549999999999,0.5,0.20000000298023224,0.998036444187164,positive
0.67673,0.5,0.30000001192092896,0.9298381209373472,neutral
0.816823,0.5,0.30000001192092896,0.976944506168365,neutral
0.921888,0.5,0.10000000149011612,0.9065217971801752,positive
0.7716459999999999,0.7629477977752681,0.30000001192092896,0.996045053005218,neutral
-0.8493,0.5,0.0,0.9822806715965272,negative
-0.5373209999999999,0.5,-0.10000000149011612,0.9856715798377992,neutral
0.954111,0.9685990214347829,0.10000000149011612,0.968580782413482,positive
-0.4333300000000001,0.18688637018203705,0.0,0.8945307731628409,neutral
0.48966800000000005,0.7840418815612791,0.10000000149011612,0.6399216055870051,neutral
0.476846,0.5,-0.20000000298023224,0.661601424217224,neutral
0.772324,0.9278293251991272,0.10000000149011612,0.9683372974395752,neutral
0.411444,0.5,0.20000000298023224,0.668850421905517,neutral
0.389445,0.7278164625167841,0.10000000149011612,0.5084537863731381,positive
0.774559,0.903908014297485,0.10000000149011612,0.8566795587539671,neutral
0.7595989999999999,0.5,0.4000000059604645,0.7353220582008361,positive
0.626371,0.7559029459953299,0.0,0.9326156377792352,positive
0.952682,0.9571496248245229,0.5,0.9733747839927672,positive
0.773158,0.5,0.0,0.531320810317993,positive
0.386525,0.5,0.0,0.7900793552398678,positive
0.315464,0.5,0.30000001192092896,0.4803438186645501,neutral
