IBM,Azure,Google,AWS,IBM_Sentiments,Azure_Sentiments,Google_Sentiments,AWS_Sentiments,Average_score,Average_Sentiments
0.7525815042106445,-0.07569032469793457,0.12500001396983884,0.18881200759294448,positive,neutral,neutral,neutral,0.24767580026887331,neutral
0.5089210702137681,0.759905964800758,-0.12499999534338702,0.13462987302739027,positive,positive,neutral,neutral,0.31961422817463236,neutral
0.5943789548539622,-0.6673956397281291,9.31322596819939e-09,0.19676699426865873,positive,negative,neutral,neutral,0.03093757967692945,neutral
0.9881426490192642,0.9361542601059105,-0.12499999534338702,0.4118874858612269,positive,positive,neutral,positive,0.5527960999107536,positive
0.4369357794123663,-0.9015443194819422,-0.25,-0.8968360346585926,positive,negative,neutral,negative,-0.4028611436820422,negative
0.45533801054522827,-0.07569032469793457,-0.12499999534338702,-0.9571988097476143,positive,neutral,neutral,negative,-0.1756377798109269,neutral
0.4066101191818481,0.6210526179784501,0.12500001396983884,0.47412029563648694,positive,positive,neutral,positive,0.406695761691656,positive
0.7776681137424653,0.890562047016308,0.5000000186264519,0.7602528060256031,positive,positive,positive,positive,0.7321207463527071,positive
0.8518077609272752,-0.07569032469793457,0.3750000232830648,-0.37661410744273416,positive,neutral,positive,negative,0.1936258380174178,neutral
0.9881426490192642,0.8820689035880811,-0.12499999534338702,0.007203044264804559,positive,positive,neutral,neutral,0.43810365038219073,positive
-0.04873103794037659,-0.07569032469793457,0.12500001396983884,0.9085306627616374,neutral,neutral,neutral,positive,0.22727732852329127,neutral
0.9948847146631536,0.9193625555661094,0.2500000279396779,0.6799682430468219,positive,positive,neutral,positive,0.7110538853039406,positive
0.7959906315914231,0.833799568585422,9.31322596819939e-09,0.2154979820032792,positive,positive,neutral,neutral,0.4613220478733376,positive
0.8448076759696965,-0.07569032469793457,0.12500001396983884,0.5603921535230934,positive,neutral,neutral,positive,0.36362737969117354,positive
0.8864536713735962,-0.07569032469793457,0.2500000279396779,-0.35024926306776616,positive,neutral,neutral,negative,0.17762852788689334,neutral
0.828273462713587,-0.07569032469793457,0.3750000232830648,-0.01672747695825827,positive,neutral,positive,neutral,0.2777139210851147,neutral
0.6257849398531807,0.7031808265355515,-0.12499999534338702,0.3675296023563659,positive,positive,neutral,positive,0.39287384335042774,positive
0.8628784676589574,0.9261872783735194,-0.12499999534338702,0.7268729136871859,positive,positive,neutral,positive,0.597734666094069,positive
0.9748116511453018,0.8706430712996898,0.12500001396983884,0.9281064142087021,positive,positive,neutral,positive,0.7246402876558831,positive
0.5822583402645432,0.7339194059683554,-0.12499999534338702,0.0295113110394718,positive,positive,neutral,neutral,0.30517226548224585,neutral
0.4923868569576588,0.46532629684398197,-0.12499999534338702,0.9422888586065397,positive,positive,neutral,positive,0.44375050426619833,positive
0.4000358709777567,-0.07569032469793457,-0.12499999534338702,0.988479032036016,positive,neutral,neutral,positive,0.2969561457431128,neutral
0.5093647375702344,-0.07569032469793457,0.2500000279396779,0.9583722353299429,positive,neutral,neutral,positive,0.41051166903548014,positive
0.9899487842150916,-0.07569032469793457,9.31322596819939e-09,0.8856768515185673,positive,neutral,neutral,positive,0.4499838300872376,positive
-0.4510869850233423,-0.07569032469793457,-0.375000004656613,0.8895439350095098,negative,neutral,negative,positive,-0.0030583448420950232,neutral
-0.5985827817209048,-0.07569032469793457,-0.375000004656613,0.6759553158511162,negative,neutral,negative,positive,-0.09332944880608401,neutral
-0.9052135634250281,-0.07569032469793457,-0.12499999534338702,0.9350247465698149,negative,neutral,neutral,positive,-0.042719784224133694,neutral
0.8199644017255829,-0.07569032469793457,-0.12499999534338702,0.9915598947100872,positive,neutral,neutral,positive,0.4027084940985871,positive
0.812102154671041,0.7123305883789408,0.5000000186264519,0.9788665282321187,positive,positive,positive,positive,0.7508248224771381,positive
0.9853600260956121,-0.07569032469793457,9.31322596819939e-09,-0.23851004736026094,positive,neutral,neutral,neutral,0.16778991583766065,neutral
0.7789697477598994,-0.07569032469793457,-0.12499999534338702,0.6125560987938745,positive,neutral,neutral,positive,0.29770888162811304,neutral
0.7714315981359678,-0.07569032469793457,-0.12499999534338702,0.9778112155092775,positive,neutral,neutral,positive,0.38713812340098097,positive
0.8847681549626238,-0.07569032469793457,0.12500001396983884,-0.08414903600435153,positive,neutral,neutral,neutral,0.21248220205754415,neutral
0.4389307092279664,-0.07569032469793457,9.31322596819939e-09,0.882480957190036,positive,neutral,neutral,positive,0.31143033775832346,neutral
0.7920196514222004,-0.07569032469793457,0.2500000279396779,0.6867409028812295,positive,neutral,neutral,positive,0.4132675643862933,positive
0.9911402880376583,-0.07569032469793457,0.5000000186264519,-0.3187124448715736,positive,neutral,positive,neutral,0.27418438427365055,neutral
-0.8961314933549538,-0.07569032469793457,9.31322596819939e-09,0.9089608332194643,negative,neutral,neutral,positive,-0.015715243880049523,neutral
0.8614174070737148,0.8769699682996221,0.2500000279396779,0.9670189525349333,positive,positive,neutral,positive,0.7388515889619871,positive
0.9066053993163539,0.9179205016244265,0.3750000232830648,0.8688310477282486,positive,positive,positive,positive,0.7670892429880235,positive
0.8816173825304146,0.7388116136959597,0.5000000186264519,0.9226701414671081,positive,positive,positive,positive,0.7607747890799836,positive
0.8328695628460578,0.8737951497838095,0.6250000512227427,0.44854903273485025,positive,positive,positive,positive,0.6950534491468651,positive
0.9538795721074826,0.9176870286853875,0.5000000186264519,0.1913528034964478,positive,positive,positive,neutral,0.6407298557289425,positive
0.7381880121709596,0.6055299622528405,0.3750000232830648,0.37086124088428596,positive,positive,positive,positive,0.5223948096477877,positive
0.6246416835445558,-0.07569032469793457,9.31322596819939e-09,0.444688625188139,positive,neutral,neutral,positive,0.24840999833699656,neutral
0.493883578748858,0.6764995338939526,0.3750000232830648,0.5414600315712248,positive,positive,positive,positive,0.521710791874275,positive
0.8735506079711186,0.5553148040836455,0.5000000186264519,0.3742950727123713,positive,positive,positive,positive,0.5757901258483968,positive
0.8780995094486463,-0.07569032469793457,0.5000000186264519,0.3621327005679378,positive,neutral,positive,positive,0.41613547598627537,positive
0.6987026663044607,-0.07569032469793457,-0.25,0.4007407131303531,positive,neutral,neutral,positive,0.1934382636842198,neutral
0.8641895414073801,0.8800653259092313,0.5000000186264519,-0.20591774526317275,positive,positive,positive,neutral,0.5095842851699727,positive
-0.4563585503510006,0.7244374587756177,0.2500000279396779,0.8821832785485069,negative,positive,neutral,positive,0.3500655537282005,positive
0.4749978236175776,-0.7204785613829052,0.2500000279396779,-0.08320652962122932,positive,negative,neutral,neutral,-0.019671809861719763,neutral
0.9146910533376267,0.9418134270842833,0.5000000186264519,0.511900491114125,positive,positive,positive,positive,0.7171012475406218,positive
0.7880214009190105,0.48074739765532315,0.6250000512227427,0.5055728942285223,positive,positive,positive,positive,0.5998354360063997,positive
0.7673830024008381,-0.07569032469793457,0.5000000186264519,0.6381538942943821,positive,neutral,positive,positive,0.4574616476559344,positive
0.7147659418701366,0.5354332977374325,-0.12499999534338702,0.06245812289309227,positive,positive,neutral,neutral,0.2969143417893186,neutral
0.9320779889597104,0.5963897615591396,0.750000009313226,0.04904015969885611,positive,positive,positive,neutral,0.581876979882733,positive
0.9101033440771455,-0.07569032469793457,-0.8750000419095167,0.6912723284122908,positive,neutral,negative,positive,0.16267132647049626,neutral
0.675373944454525,-0.07569032469793457,-0.12499999534338702,0.9903346021764168,positive,neutral,neutral,positive,0.366254556647405,positive
0.7479014953582743,-0.07569032469793457,-0.12499999534338702,0.9146764685504603,positive,neutral,neutral,positive,0.3654719109668533,positive
0.9208992497511583,0.6237883988368991,0.750000009313226,0.7774632190778286,positive,positive,positive,positive,0.768037719244778,positive
0.881642555146384,-0.07569032469793457,-0.12499999534338702,0.9838522603270756,positive,neutral,neutral,positive,0.41620112385803454,positive
0.9395081061067718,-0.07569032469793457,-0.25,0.7084319015815161,positive,neutral,neutral,positive,0.33056242074758835,neutral
0.6702964180416335,0.5358981763399027,0.3750000232830648,0.3864784997578461,positive,positive,positive,positive,0.4919182793556118,positive
0.893758974299808,0.46032219782406414,0.6250000512227427,-0.11187080883900369,positive,positive,positive,neutral,0.4668026036269028,positive
0.6303327924717097,-0.07569032469793457,-0.12499999534338702,0.7737839179156685,positive,neutral,neutral,positive,0.3008565975865142,neutral
0.8253670744280837,0.6011411361359129,0.3750000232830648,0.4157756242532078,positive,positive,positive,positive,0.5543209645250673,positive
0.746171926869355,0.8040690444212322,0.6250000512227427,0.8687889379261715,positive,positive,positive,positive,0.7610074901098753,positive
0.9774369452191434,0.9104196504882984,9.31322596819939e-09,0.7655038641092711,positive,positive,neutral,positive,0.6633401172824847,positive
-0.04873103794037659,0.48911805500374395,-0.12499999534338702,0.9260276278816704,neutral,positive,neutral,positive,0.3103536624004127,neutral
-0.5209105774283446,-0.07569032469793457,-0.375000004656613,0.9814499474718728,negative,neutral,negative,positive,0.0024622601722451565,neutral
0.9164384524295246,0.8714524097004344,9.31322596819939e-09,-0.3253000612261131,positive,positive,neutral,neutral,0.36564770255426793,positive
0.5253094920690526,-0.07569032469793457,-0.25,-0.6169572578233851,positive,neutral,neutral,negative,-0.10433452261306675,neutral
0.8602626133161042,0.8141906842100848,0.12500001396983884,0.9066287033677269,positive,positive,neutral,positive,0.6765205037159387,positive
0.8594738713490528,-0.07569032469793457,0.12500001396983884,-0.31395660490747923,positive,neutral,neutral,neutral,0.14870673892836947,neutral
0.7302607358584963,-0.07569032469793457,0.2500000279396779,0.6004235116313972,positive,neutral,neutral,positive,0.3762484876829092,positive
0.9881426490192642,0.9406565279718551,-0.12499999534338702,0.609877162198184,positive,positive,neutral,positive,0.603419085961479,positive
0.31101396345985033,0.773927390820393,-0.12499999534338702,-0.0030969106169390637,neutral,positive,neutral,neutral,0.2392111120799793,neutral
0.6427177195288107,-0.07569032469793457,9.31322596819939e-09,-0.34218831717462483,positive,neutral,neutral,negative,0.056209771742369324,neutral
0.9580907409874169,0.808538881901067,0.6250000512227427,0.9977394225761855,positive,positive,positive,positive,0.847342274171853,positive
0.9253705356627793,0.6431776351788294,0.2500000279396779,0.6992743890537432,positive,positive,neutral,positive,0.6294556469587574,positive
-0.5354404211378652,-0.07569032469793457,-0.12499999534338702,0.8930522292924932,negative,neutral,neutral,positive,0.039230372028326604,neutral
0.7982603624646927,0.4971582066642508,0.12500001396983884,0.33913099148341863,positive,positive,neutral,positive,0.43988739364555024,positive
0.8752497595490745,0.8899396678534124,0.3750000232830648,0.001438280831381089,positive,positive,positive,neutral,0.5354069328792331,positive
0.9881426490192642,0.9339427920236758,-0.12499999534338702,0.5842911779836242,positive,positive,neutral,positive,0.5953441559207943,positive
0.8600475972213626,0.926739240961,0.2500000279396779,0.9108355753022757,positive,positive,neutral,positive,0.736905610356079,positive
0.9759800800698959,0.5445242714307039,-0.12499999534338702,0.9501178582321295,positive,positive,neutral,positive,0.5864055535973356,positive
0.8504778077168751,0.7819215455986099,0.5000000186264519,0.5096957177369688,positive,positive,positive,positive,0.6605237724197265,positive
0.8229809202059541,0.4108535845590022,0.2500000279396779,-0.24921261303261655,positive,positive,neutral,neutral,0.30865547991800446,neutral
0.7029715224293251,-0.07569032469793457,-0.12499999534338702,0.26283898551153073,positive,neutral,neutral,neutral,0.19128004697488357,neutral
0.6828806283084947,-0.07569032469793457,0.3750000232830648,-0.35161320982779465,positive,neutral,positive,negative,0.15764427926645758,neutral
0.9881426490192642,0.9361542601059105,-0.12499999534338702,0.6123316843608413,positive,positive,neutral,positive,0.6029071495356573,positive
0.18428977037329952,-0.07569032469793457,-0.12499999534338702,0.9790935103360086,neutral,neutral,neutral,positive,0.24067324016699662,neutral
0.8198018285807787,-0.07569032469793457,9.31322596819939e-09,0.037039550818505296,positive,neutral,neutral,neutral,0.19528776600364384,neutral
0.6713358373093832,0.8848723877227092,0.12500001396983884,0.4508448728384524,positive,positive,neutral,positive,0.5330132779600959,positive
0.7868173107884588,0.6236338699851616,0.2500000279396779,-0.13882296512833592,positive,positive,neutral,neutral,0.3804070608962406,positive
0.5688843391716321,-0.07569032469793457,0.12500001396983884,0.9035921758104766,positive,neutral,neutral,positive,0.3804465510635032,positive
0.7473151831779798,0.6214567703599205,0.6250000512227427,-0.1754648265253751,positive,positive,positive,neutral,0.454576794558817,positive
0.5354037110729095,-0.07569032469793457,0.12500001396983884,0.44650157199228935,positive,neutral,neutral,positive,0.2578037430842758,neutral
0.9881426490192642,0.9361542601059105,-0.12499999534338702,0.6806175214179053,positive,positive,neutral,positive,0.6199786087999233,positive
0.7481427329279844,-0.07569032469793457,9.31322596819939e-09,-0.8667054442025666,positive,neutral,neutral,negative,-0.048563256664822696,neutral
-0.723578455177535,-0.07569032469793457,0.2500000279396779,0.4364347616244961,negative,neutral,neutral,positive,-0.0282084975778239,neutral
0.7299576156078609,0.5863461614245089,0.6250000512227427,-0.663189455465911,positive,positive,positive,negative,0.31952859319730037,neutral
0.7828494771962322,-0.07569032469793457,0.12500001396983884,0.9963857464995893,positive,neutral,neutral,positive,0.45713622824193145,positive
0.8484430212593232,-0.07569032469793457,9.31322596819939e-09,0.5376444726755083,positive,neutral,neutral,positive,0.32759929463753074,neutral
0.756024908303502,-0.07569032469793457,0.2500000279396779,0.35492764496095974,positive,neutral,neutral,positive,0.32131556412655127,neutral
0.6841738714539387,-0.07569032469793457,0.2500000279396779,0.06747415350417851,positive,neutral,neutral,neutral,0.23148943204996514,neutral
0.827251874048816,-0.07569032469793457,0.3750000232830648,0.3812306940572665,positive,neutral,positive,positive,0.3769480666728032,positive
0.9881426490192642,0.9361542601059105,-0.12499999534338702,0.5973156028242814,positive,positive,neutral,positive,0.5991531291515173,positive
0.9004685253147364,0.5123117244890112,9.31322596819939e-09,0.47860789958489547,positive,positive,neutral,positive,0.47284703967546726,positive
0.7721626528580885,0.6242390649195613,0.12500001396983884,0.5363892239818215,positive,positive,neutral,positive,0.5144477389323275,positive
-0.693893647795246,-0.6550567822467547,0.12500001396983884,0.4972002330931604,negative,negative,neutral,positive,-0.18168754574475032,neutral
0.8700621029413154,-0.07569032469793457,0.12500001396983884,0.8755126408362097,positive,neutral,neutral,positive,0.44872110826235734,positive
0.9148473333284386,0.699672143008959,9.31322596819939e-09,0.8197787771818446,positive,positive,neutral,positive,0.608574565708117,positive
0.6740125254741631,0.8955757071859165,-0.12499999534338702,0.9446541970013789,positive,positive,neutral,positive,0.5973106085795179,positive
-0.04873103794037659,-0.07569032469793457,-0.12499999534338702,0.9514633177619762,neutral,neutral,neutral,positive,0.17551048994506951,neutral
0.6035260541819583,0.8962772888455635,0.12500001396983884,-0.29652930925674104,positive,positive,neutral,neutral,0.33206851193515485,neutral
-0.6313533322774818,-0.07569032469793457,-0.25,0.4973924660514304,negative,neutral,neutral,positive,-0.1149127977309965,neutral
0.27325084406927913,0.7445787958248782,-0.12499999534338702,-0.6514600782172464,neutral,positive,neutral,negative,0.06034239158338098,neutral
0.5850430609061932,0.6534972166072017,0.2500000279396779,-0.5739285719329358,positive,positive,neutral,negative,0.22865293338003426,neutral
0.8633064021304424,0.5497077066096618,0.3750000232830648,0.7100584354813411,positive,positive,positive,positive,0.6245181418761275,positive
-0.7395567731643131,-0.07569032469793457,-0.12499999534338702,0.9508895289141328,negative,neutral,neutral,positive,0.002660608927124525,neutral
0.5742733767071491,0.7575075374806763,0.2500000279396779,-0.4685109618790335,positive,positive,neutral,negative,0.27831749506211745,neutral
0.25473218958755717,-0.07569032469793457,-0.25,0.09223608655121973,neutral,neutral,neutral,neutral,0.005319487860210581,neutral
0.7561717485633255,0.612330006957676,9.31322596819939e-09,0.5404440898015492,positive,positive,neutral,positive,0.4772364636589442,positive
0.5090039300746683,-0.07569032469793457,0.2500000279396779,0.8303678518022521,positive,neutral,neutral,positive,0.37842037127966593,positive
0.7451178235756235,-0.07569032469793457,0.5000000186264519,0.031066121333315877,positive,neutral,positive,neutral,0.3001234097093642,neutral
0.5852612235779309,0.7228557345256357,-0.12499999534338702,-0.1052006846608774,positive,positive,neutral,neutral,0.2694790695248256,neutral
0.6137157193547,-0.07569032469793457,0.12500001396983884,-0.3924200045353632,positive,neutral,neutral,negative,0.06765135102281028,neutral
-0.04873103794037659,-0.07569032469793457,-0.12499999534338702,0.9160522265964395,neutral,neutral,neutral,positive,0.16665771715368533,neutral
0.9199248597413305,0.9544338862649582,-0.25,0.5257897074999205,positive,positive,neutral,positive,0.5375371133765523,positive
0.6915012004191243,0.7263596374773829,0.12500001396983884,-0.44571115731302147,positive,positive,neutral,negative,0.27428742363833114,neutral
-0.637711515527833,-0.07569032469793457,9.31322596819939e-09,0.09613723447555067,negative,neutral,neutral,neutral,-0.15431614910924774,neutral
0.801301004702035,0.769232866322854,-0.12499999534338702,0.29539910613386144,positive,positive,neutral,neutral,0.4352332454538409,positive
0.4071376952582133,-0.07569032469793457,-0.12499999534338702,-0.056351944824520106,positive,neutral,neutral,neutral,0.0375238575980929,neutral
0.3799837846398797,-0.07569032469793457,-0.12499999534338702,0.8279819720405448,positive,neutral,neutral,positive,0.25181885915977575,neutral
-0.04873103794037659,-0.07569032469793457,-0.12499999534338702,0.879519063265739,neutral,neutral,neutral,positive,0.1575244263210102,neutral
0.7203301388584429,-0.07569032469793457,0.12500001396983884,0.1310397556330516,positive,neutral,neutral,neutral,0.22516989594084968,neutral
0.5920683184797417,-0.07569032469793457,9.31322596819939e-09,0.5188121475310064,positive,neutral,neutral,positive,0.25879753765650987,neutral
0.7036920885614584,0.5000547182012642,0.12500001396983884,-0.7331087591341164,positive,positive,neutral,negative,0.14890951539961125,neutral
0.8534974727742426,0.8584887827687409,0.3750000232830648,-0.372342359024494,positive,positive,positive,negative,0.42866097995038854,positive
-0.04873103794037659,-0.07569032469793457,-0.12499999534338702,0.13828503808347858,neutral,neutral,neutral,neutral,-0.0277840799745549,neutral
0.8486381090330883,0.5816911735729826,9.31322596819939e-09,-0.2898494279293531,positive,positive,neutral,neutral,0.28511996599748596,neutral
0.6874683375689759,0.9018336088624119,9.31322596819939e-09,0.6128282719048748,positive,positive,neutral,positive,0.5505325569123721,positive
0.40565355977499884,-0.07569032469793457,-0.25,-0.17882984477445474,positive,neutral,neutral,neutral,-0.024716652424347618,neutral
0.7165227806930232,0.9451820526883963,0.12500001396983884,0.7800058979399598,positive,positive,neutral,positive,0.6416776863228045,positive
0.5617657331471959,-0.07569032469793457,-0.12499999534338702,-0.5101144192649609,positive,neutral,neutral,negative,-0.03725975153977165,neutral
0.8383750237304348,-0.07569032469793457,0.2500000279396779,0.11769300251062509,positive,neutral,neutral,neutral,0.2825944323707008,neutral
0.8648723486155585,-0.07569032469793457,0.2500000279396779,-0.22359735737027175,positive,neutral,neutral,neutral,0.20389617362175752,neutral
-0.6762465951414753,-0.7798653815964667,-0.375000004656613,-0.5157707413991279,negative,negative,negative,negative,-0.5867206806984206,negative
0.4549625190236801,-0.7358789248357971,-0.12499999534338702,0.05838802222627093,positive,negative,neutral,neutral,-0.08688209473230826,neutral
0.5464419031756302,0.43746949960947945,-0.5000000186264519,-0.2457602939743493,positive,positive,negative,neutral,0.05953777254607712,neutral
0.7862603666601287,-0.07569032469793457,0.2500000279396779,-0.116775744890947,positive,neutral,neutral,neutral,0.21094858125273125,neutral
0.4425220024396459,-0.07569032469793457,9.31322596819939e-09,-0.10136235908354918,positive,neutral,neutral,neutral,0.06636733199284703,neutral
-0.04873103794037659,-0.07569032469793457,-0.12499999534338702,0.9321356033198427,neutral,neutral,neutral,positive,0.17067856133453613,neutral
0.6216608262701422,0.4904449875349737,-0.12499999534338702,-0.15121831060866198,positive,positive,neutral,neutral,0.20897187696326672,neutral
0.7715721452417987,0.862385984905014,0.2500000279396779,-0.0403990057807283,positive,positive,neutral,neutral,0.46088978807644054,positive
-0.33901010785417085,-0.701750530223893,0.12500001396983884,-0.5651982342469868,negative,negative,neutral,negative,-0.37023971458880295,negative
0.5415185590355533,-0.07569032469793457,-0.12499999534338702,0.2737966064891617,positive,neutral,neutral,neutral,0.15365621137084837,neutral
-0.7014118690982014,-0.769776236796086,9.31322596819939e-09,0.6130922284691258,negative,negative,neutral,positive,-0.21452396702798388,neutral
0.9166723479862433,0.9422917429782076,0.6250000512227427,0.1909277683803401,positive,positive,positive,neutral,0.6687229776418835,positive
0.5110817197511688,-0.8521068445557342,0.3750000232830648,-0.31637963030760785,positive,negative,positive,neutral,-0.0706011829572771,neutral
0.7267239833147512,0.7217605952720132,0.12500001396983884,0.37199495315733655,positive,positive,neutral,positive,0.48636988642848494,positive
-0.04873103794037659,-0.07569032469793457,-0.12499999534338702,0.9686417205174991,neutral,neutral,neutral,positive,0.17980509063395023,neutral
0.7178548316214206,0.6821390617540461,0.12500001396983884,-0.025868727570592998,positive,positive,neutral,neutral,0.3747812949436782,positive
0.5957267386673408,0.8399000989062184,-0.12499999534338702,-0.6776624746159001,positive,positive,neutral,negative,0.15824109190356805,neutral
0.8137121532341043,0.6258545116029091,0.12500001396983884,0.5569735565421017,positive,positive,neutral,positive,0.5303850588372385,positive
0.5080452729498217,0.4733238109450626,0.2500000279396779,0.7744823243891785,positive,positive,neutral,positive,0.5014628590559351,positive
0.5706569108794997,-0.07569032469793457,9.31322596819939e-09,-0.10157616047703433,positive,neutral,neutral,neutral,0.09834760875443918,neutral
0.7958647685115747,0.8652867601979688,0.6250000512227427,0.463943931312063,positive,positive,positive,positive,0.6875238778110874,positive
-0.04873103794037659,-0.07569032469793457,-0.12499999534338702,0.9500728384030772,neutral,neutral,neutral,positive,0.17516287010534476,neutral
0.8158612653225188,-0.07569032469793457,9.31322596819939e-09,-0.36803500557035007,positive,neutral,neutral,negative,0.09303398609186503,neutral
0.7173765519179962,-0.07569032469793457,0.12500001396983884,-0.26988116519705396,positive,neutral,neutral,neutral,0.12420126899821163,neutral
0.8233952195104557,0.7933595231311998,0.3750000232830648,-0.3453148843899798,positive,positive,positive,negative,0.41160997038368513,positive
0.8655939636066905,0.8778767270634156,0.2500000279396779,-0.3909646486927727,positive,positive,neutral,negative,0.4006265174792528,positive
0.9503333798327489,0.8419649196249723,-0.12499999534338702,-0.5650057445216286,positive,positive,neutral,negative,0.27557313989817644,neutral
0.7245350145843843,0.9738655017568632,0.12500001396983884,-0.38567747203902747,positive,positive,neutral,negative,0.3594307645680147,positive
0.9112119880388121,0.9818309730860117,0.3750000232830648,0.9867069967875435,positive,positive,positive,positive,0.8136874952988581,positive
0.9776960133918315,0.8922608307476243,-0.12499999534338702,-0.37869015492085134,positive,positive,neutral,negative,0.3415666734688043,positive
0.6534999900358394,0.7874394918119734,0.12500001396983884,0.63916230422954,positive,positive,neutral,positive,0.5512754500117979,positive
0.6786463845305883,0.6037921586944133,9.31322596819939e-09,0.9089396071403648,positive,positive,neutral,positive,0.5478445399196481,positive
0.5840823060633491,-0.07569032469793457,0.5000000186264519,-0.637475772420657,positive,neutral,positive,negative,0.09272905689280236,neutral
0.35394166456020826,0.8394481407763024,9.31322596819939e-09,-0.7167707550505777,positive,positive,neutral,negative,0.11915476489978971,neutral
0.8627148456551541,0.9482871006524198,9.31322596819939e-09,0.18806755422204047,positive,positive,neutral,neutral,0.4997673774607101,positive
0.7459862788265785,-0.07569032469793457,-0.25,0.6248490797959778,positive,neutral,neutral,positive,0.26128625848115544,neutral
-0.6702754408616587,-0.5978183782093661,0.2500000279396779,-0.2719027780529699,negative,negative,neutral,neutral,-0.3224991422960792,neutral
-0.39495519798786893,-0.07569032469793457,-0.25,-0.6106118584198291,negative,neutral,neutral,negative,-0.3328143452764082,neutral
0.41115272750538323,0.4930859321248813,0.12500001396983884,-0.4832345001157804,positive,positive,neutral,negative,0.13650104337108074,neutral
0.530128999168255,0.514771782463173,0.5000000186264519,-0.3378635035586435,positive,positive,positive,negative,0.3017593241748091,neutral
0.6974209606080026,-0.07569032469793457,-0.12499999534338702,0.27557377707935027,positive,neutral,neutral,neutral,0.19307610441150783,neutral
0.8660638524381252,0.40917883290663415,0.5000000186264519,0.0018823167118415807,positive,positive,positive,neutral,0.4442812551707632,positive
0.7287220597073474,0.9054906194139165,0.5000000186264519,-0.3471321106455596,positive,positive,positive,negative,0.44677014677553906,positive
0.6911938847324939,0.7067936490709217,9.31322596819939e-09,0.5600937901693381,positive,positive,neutral,positive,0.4895203333214949,positive
0.6666421932900295,0.44718595337905964,0.3750000232830648,-0.18704741858996232,positive,positive,positive,neutral,0.3254451878405479,neutral
0.4884714663153691,-0.07569032469793457,9.31322596819939e-09,0.7616220593054055,positive,neutral,neutral,positive,0.2936008025590165,neutral
